,name,colors,manaValue,power,toughness,text,rarity,keywords,supertypes,types,subtypes
425,Bloodbond Vampire,B,4.0,3.0,3.0,"Whenever you gain life, put a +1/+1 counter on Bloodbond Vampire.",uncommon,,,Creature,"Vampire, Shaman, Ally"
426,Carrier Thrall,B,2.0,2.0,1.0,"When Carrier Thrall dies, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""",uncommon,,,Creature,Vampire
427,Defiant Bloodlord,B,7.0,4.0,5.0,"Flying
Whenever you gain life, target opponent loses that much life.",rare,Flying,,Creature,Vampire
428,"Drana, Liberator of Malakir",B,3.0,2.0,3.0,"Flying, first strike
Whenever Drana, Liberator of Malakir deals combat damage to a player, put a +1/+1 counter on each attacking creature you control.",mythic,"First strike, Flying",Legendary,Creature,"Vampire, Ally"
429,Geyserfield Stalker,B,5.0,3.0,2.0,"Menace (This creature can't be blocked except by two or more creatures.)
Landfall — Whenever a land enters the battlefield under your control, Geyserfield Stalker gets +2/+2 until end of turn.",common,"Landfall, Menace",,Creature,Elemental
430,Guul Draz Overseer,B,6.0,3.0,4.0,"Flying
Landfall — Whenever a land enters the battlefield under your control, other creatures you control get +1/+0 until end of turn. If that land is a Swamp, those creatures get +2/+0 until end of turn instead.",rare,"Flying, Landfall",,Creature,Vampire
431,Hagra Sharpshooter,B,3.0,2.0,2.0,{4}{B}: Target creature gets -1/-1 until end of turn.,uncommon,,,Creature,"Human, Assassin, Ally"
432,Kalastria Healer,B,2.0,1.0,2.0,"Rally — Whenever Kalastria Healer or another Ally enters the battlefield under your control, each opponent loses 1 life and you gain 1 life.",common,Rally,,Creature,"Vampire, Cleric, Ally"
433,Kalastria Nightwatch,B,5.0,4.0,5.0,"Whenever you gain life, Kalastria Nightwatch gains flying until end of turn.",common,,,Creature,"Vampire, Warrior, Ally"
434,Malakir Familiar,B,3.0,2.0,1.0,"Flying, deathtouch
Whenever you gain life, Malakir Familiar gets +1/+1 until end of turn.",uncommon,"Deathtouch, Flying",,Creature,Bat
435,Nirkana Assassin,B,3.0,2.0,3.0,"Whenever you gain life, Nirkana Assassin gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)",common,,,Creature,"Vampire, Assassin, Ally"
436,Voracious Null,B,3.0,2.0,2.0,"{1}{B}, Sacrifice another creature: Put two +1/+1 counters on Voracious Null. Activate only as a sorcery.",common,,,Creature,Zombie
437,Zulaport Cutthroat,B,2.0,1.0,1.0,"Whenever Zulaport Cutthroat or another creature you control dies, each opponent loses 1 life and you gain 1 life.",uncommon,,,Creature,"Human, Rogue, Ally"
438,Barrage Tyrant,C,5.0,5.0,3.0,"Devoid (This card has no color.)
{2}{R}, Sacrifice another colorless creature: Barrage Tyrant deals damage equal to the sacrificed creature's power to any target.",rare,Devoid,,Creature,Eldrazi
439,Kozilek's Sentinel,C,2.0,1.0,4.0,"Devoid (This card has no color.)
Whenever you cast a colorless spell, Kozilek's Sentinel gets +1/+0 until end of turn.",common,Devoid,,Creature,"Eldrazi, Drone"
440,Nettle Drone,C,3.0,3.0,1.0,"Devoid (This card has no color.)
{T}: Nettle Drone deals 1 damage to each opponent.
Whenever you cast a colorless spell, untap Nettle Drone.",common,Devoid,,Creature,"Eldrazi, Drone"
441,Vestige of Emrakul,C,4.0,3.0,4.0,"Devoid (This card has no color.)
Trample",common,"Devoid, Trample",,Creature,"Eldrazi, Drone"
442,Akoum Firebird,R,4.0,3.0,3.0,"Flying, haste
Akoum Firebird attacks each combat if able.
Landfall — Whenever a land enters the battlefield under your control, you may pay {4}{R}{R}. If you do, return Akoum Firebird from your graveyard to the battlefield.",mythic,"Flying, Haste, Landfall",,Creature,Phoenix
443,Akoum Hellkite,R,6.0,4.0,4.0,"Flying
Landfall — Whenever a land enters the battlefield under your control, Akoum Hellkite deals 1 damage to any target. If that land is a Mountain, Akoum Hellkite deals 2 damage instead.",rare,"Flying, Landfall",,Creature,Dragon
444,Akoum Stonewaker,R,2.0,2.0,1.0,"Landfall — Whenever a land enters the battlefield under your control, you may pay {2}{R}. If you do, create a 3/1 red Elemental creature token with trample and haste. Exile that token at the beginning of the next end step.",uncommon,Landfall,,Creature,"Human, Shaman"
445,Belligerent Whiptail,R,4.0,4.0,2.0,"Landfall — Whenever a land enters the battlefield under your control, Belligerent Whiptail gains first strike until end of turn.",common,Landfall,,Creature,Wurm
446,Chasm Guide,R,4.0,3.0,2.0,"Rally — Whenever Chasm Guide or another Ally enters the battlefield under your control, creatures you control gain haste until end of turn.",uncommon,Rally,,Creature,"Goblin, Scout, Ally"
447,Dragonmaster Outcast,R,1.0,1.0,1.0,"At the beginning of your upkeep, if you control six or more lands, create a 5/5 red Dragon creature token with flying.",mythic,,,Creature,"Human, Shaman"
448,Firemantle Mage,R,3.0,2.0,2.0,"Rally — Whenever Firemantle Mage or another Ally enters the battlefield under your control, creatures you control gain menace until end of turn. (A creature with menace can't be blocked except by two or more creatures.)",uncommon,Rally,,Creature,"Human, Shaman, Ally"
449,Lavastep Raider,R,1.0,1.0,2.0,{2}{R}: Lavastep Raider gets +2/+0 until end of turn.,common,,,Creature,"Goblin, Warrior"
450,Makindi Sliderunner,R,2.0,2.0,1.0,"Trample
Landfall — Whenever a land enters the battlefield under your control, Makindi Sliderunner gets +1/+1 until end of turn.",common,"Landfall, Trample",,Creature,Beast
451,Ondu Champion,R,4.0,4.0,3.0,"Rally — Whenever Ondu Champion or another Ally enters the battlefield under your control, creatures you control gain trample until end of turn.",common,Rally,,Creature,"Minotaur, Warrior, Ally"
452,Reckless Cohort,R,2.0,2.0,2.0,Reckless Cohort attacks each combat if able unless you control another Ally.,common,,,Creature,"Human, Warrior, Ally"
453,Shatterskull Recruit,R,5.0,4.0,4.0,Menace (This creature can't be blocked except by two or more creatures.),common,Menace,,Creature,"Giant, Warrior, Ally"
454,Tunneling Geopede,R,3.0,3.0,2.0,"Landfall — Whenever a land enters the battlefield under your control, Tunneling Geopede deals 1 damage to each opponent.",uncommon,Landfall,,Creature,Insect
455,Valakut Invoker,R,3.0,2.0,3.0,{8}: Valakut Invoker deals 3 damage to any target.,common,,,Creature,"Human, Shaman"
456,Valakut Predator,R,3.0,2.0,2.0,"Landfall — Whenever a land enters the battlefield under your control, Valakut Predator gets +2/+2 until end of turn.",common,Landfall,,Creature,Elemental
457,"Zada, Hedron Grinder",R,4.0,3.0,3.0,"Whenever you cast an instant or sorcery spell that targets only Zada, Hedron Grinder, copy that spell for each other creature you control that the spell could target. Each copy targets a different one of those creatures.",rare,,Legendary,Creature,"Goblin, Ally"
458,Blisterpod,C,1.0,1.0,1.0,"Devoid (This card has no color.)
When Blisterpod dies, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""",common,Devoid,,Creature,"Eldrazi, Drone"
459,Brood Monitor,C,6.0,3.0,3.0,"Devoid (This card has no color.)
When Brood Monitor enters the battlefield, create three 1/1 colorless Eldrazi Scion creature tokens. They have ""Sacrifice this creature: Add {C}.""",uncommon,Devoid,,Creature,"Eldrazi, Drone"
460,Eyeless Watcher,C,4.0,1.0,1.0,"Devoid (This card has no color.)
When Eyeless Watcher enters the battlefield, create two 1/1 colorless Eldrazi Scion creature tokens. They have ""Sacrifice this creature: Add {C}.""",common,Devoid,,Creature,"Eldrazi, Drone"
461,Void Attendant,C,3.0,2.0,3.0,"Devoid (This card has no color.)
{1}{G}, Put a card an opponent owns from exile into that player's graveyard: Create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""",uncommon,Devoid,,Creature,"Eldrazi, Processor"
462,Beastcaller Savant,G,2.0,1.0,1.0,"Haste
{T}: Add one mana of any color. Spend this mana only to cast a creature spell.",rare,Haste,,Creature,"Elf, Shaman, Ally"
463,Broodhunter Wurm,G,4.0,4.0,3.0,,common,,,Creature,Wurm
464,Giant Mantis,G,4.0,2.0,4.0,Reach (This creature can block creatures with flying.),common,Reach,,Creature,Insect
465,Greenwarden of Murasa,G,6.0,5.0,4.0,"When Greenwarden of Murasa enters the battlefield, you may return target card from your graveyard to your hand.
When Greenwarden of Murasa dies, you may exile it. If you do, return target card from your graveyard to your hand.",mythic,,,Creature,Elemental
466,Jaddi Offshoot,G,1.0,0.0,3.0,"Defender
Landfall — Whenever a land enters the battlefield under your control, you gain 1 life.",uncommon,"Defender, Landfall",,Creature,Plant
467,Lifespring Druid,G,3.0,2.0,1.0,{T}: Add one mana of any color.,common,,,Creature,"Elf, Druid"
468,Murasa Ranger,G,4.0,3.0,3.0,"Landfall — Whenever a land enters the battlefield under your control, you may pay {3}{G}. If you do, put two +1/+1 counters on Murasa Ranger.",uncommon,Landfall,,Creature,"Human, Warrior, Ranger"
469,Oran-Rief Hydra,G,6.0,5.0,5.0,"Trample
Landfall — Whenever a land enters the battlefield under your control, put a +1/+1 counter on Oran-Rief Hydra. If that land is a Forest, put two +1/+1 counters on Oran-Rief Hydra instead.",rare,"Landfall, Trample",,Creature,Hydra
470,Oran-Rief Invoker,G,2.0,2.0,2.0,{8}: Oran-Rief Invoker gets +5/+5 and gains trample until end of turn.,common,,,Creature,"Human, Shaman"
471,Plated Crusher,G,7.0,7.0,6.0,"Trample
Hexproof (This creature can't be the target of spells or abilities your opponents control.)",uncommon,"Hexproof, Trample",,Creature,Beast
472,Rot Shambler,G,2.0,1.0,1.0,"Whenever another creature you control dies, put a +1/+1 counter on Rot Shambler.",uncommon,,,Creature,Fungus
473,Scythe Leopard,G,1.0,1.0,1.0,"Landfall — Whenever a land enters the battlefield under your control, Scythe Leopard gets +1/+1 until end of turn.",uncommon,Landfall,,Creature,Cat
474,Snapping Gnarlid,G,2.0,2.0,2.0,"Landfall — Whenever a land enters the battlefield under your control, Snapping Gnarlid gets +1/+1 until end of turn.",common,Landfall,,Creature,Beast
475,Tajuru Beastmaster,G,6.0,5.0,5.0,"Rally — Whenever Tajuru Beastmaster or another Ally enters the battlefield under your control, creatures you control get +1/+1 until end of turn.",common,Rally,,Creature,"Elf, Warrior, Ally"
476,Tajuru Stalwart,G,3.0,0.0,1.0,Converge — Tajuru Stalwart enters the battlefield with a +1/+1 counter on it for each color of mana spent to cast it.,common,Converge,,Creature,"Elf, Scout, Ally"
477,Tajuru Warcaller,G,5.0,2.0,1.0,"Rally — Whenever Tajuru Warcaller or another Ally enters the battlefield under your control, creatures you control get +2/+2 until end of turn.",uncommon,Rally,,Creature,"Elf, Warrior, Ally"
478,Territorial Baloth,G,5.0,4.0,4.0,"Landfall — Whenever a land enters the battlefield under your control, Territorial Baloth gets +2/+2 until end of turn.",common,Landfall,,Creature,Beast
479,Undergrowth Champion,G,3.0,2.0,2.0,"If damage would be dealt to Undergrowth Champion while it has a +1/+1 counter on it, prevent that damage and remove a +1/+1 counter from Undergrowth Champion.
Landfall — Whenever a land enters the battlefield under your control, put a +1/+1 counter on Undergrowth Champion.",mythic,Landfall,,Creature,Elemental
480,Woodland Wanderer,G,4.0,2.0,2.0,"Vigilance, trample
Converge — Woodland Wanderer enters the battlefield with a +1/+1 counter on it for each color of mana spent to cast it.",rare,"Converge, Trample, Vigilance",,Creature,Elemental
481,Brood Butcher,C,5.0,3.0,3.0,"Devoid (This card has no color.)
When Brood Butcher enters the battlefield, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""
{B}{G}, Sacrifice a creature: Target creature gets -2/-2 until end of turn.",rare,Devoid,,Creature,"Eldrazi, Drone"
482,Catacomb Sifter,C,3.0,2.0,3.0,"Devoid (This card has no color.)
When Catacomb Sifter enters the battlefield, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""
Whenever another creature you control dies, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",uncommon,"Devoid, Scry",,Creature,"Eldrazi, Drone"
483,Dust Stalker,C,4.0,5.0,3.0,"Devoid (This card has no color.)
Haste
At the beginning of each end step, if you control no other colorless creatures, return Dust Stalker to its owner's hand.",rare,"Devoid, Haste",,Creature,Eldrazi
484,Fathom Feeder,C,2.0,1.0,1.0,"Devoid (This card has no color.)
Deathtouch
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)
{3}{U}{B}: Draw a card. Each opponent exiles the top card of their library.",rare,"Deathtouch, Devoid, Ingest",,Creature,"Eldrazi, Drone"
485,Forerunner of Slaughter,C,2.0,3.0,2.0,"Devoid (This card has no color.)
{1}: Target colorless creature gains haste until end of turn.",uncommon,Devoid,,Creature,"Eldrazi, Drone"
486,Herald of Kozilek,C,3.0,2.0,4.0,"Devoid (This card has no color.)
Colorless spells you cast cost {1} less to cast.",uncommon,Devoid,,Creature,"Eldrazi, Drone"
487,Sire of Stagnation,C,6.0,5.0,7.0,"Devoid (This card has no color.)
Whenever a land enters the battlefield under an opponent's control, that player exiles the top two cards of their library and you draw two cards.",mythic,Devoid,,Creature,Eldrazi
488,Ulamog's Nullifier,C,4.0,2.0,3.0,"Devoid (This card has no color.)
Flash
Flying
When Ulamog's Nullifier enters the battlefield, you may put two cards your opponents own from exile into their owners' graveyards. If you do, counter target spell.",uncommon,"Devoid, Flash, Flying",,Creature,"Eldrazi, Processor"
489,Angelic Captain,"R, W",5.0,4.0,3.0,"Flying
Whenever Angelic Captain attacks, it gets +1/+1 until end of turn for each other attacking Ally.",rare,Flying,,Creature,"Angel, Ally"
490,Drana's Emissary,"B, W",3.0,2.0,2.0,"Flying
At the beginning of your upkeep, each opponent loses 1 life and you gain 1 life.",uncommon,Flying,,Creature,"Vampire, Cleric, Ally"
491,Grove Rumbler,"G, R",4.0,3.0,3.0,"Trample
Landfall — Whenever a land enters the battlefield under your control, Grove Rumbler gets +2/+2 until end of turn.",uncommon,"Landfall, Trample",,Creature,Elemental
492,Grovetender Druids,"G, W",4.0,3.0,3.0,"Rally — Whenever Grovetender Druids or another Ally enters the battlefield under your control, you may pay {1}. If you do, create a 1/1 green Plant creature token.",uncommon,Rally,,Creature,"Elf, Druid, Ally"
493,"Munda, Ambush Leader","R, W",4.0,3.0,4.0,"Haste
Rally — Whenever Munda, Ambush Leader or another Ally enters the battlefield under your control, you may look at the top four cards of your library. If you do, reveal any number of Ally cards from among them, then put those cards on top of your library in any order and the rest on the bottom in any order.",rare,"Haste, Rally",Legendary,Creature,"Kor, Ally"
494,"Noyan Dar, Roil Shaper","U, W",5.0,4.0,4.0,"Whenever you cast an instant or sorcery spell, you may put three +1/+1 counters on target land you control. If you do, that land becomes a 0/0 Elemental creature with haste that's still a land.",rare,,Legendary,Creature,"Merfolk, Ally"
495,"Omnath, Locus of Rage","G, R",7.0,5.0,5.0,"Landfall — Whenever a land enters the battlefield under your control, create a 5/5 red and green Elemental creature token.
Whenever Omnath, Locus of Rage or another Elemental you control dies, Omnath deals 3 damage to any target.",mythic,Landfall,Legendary,Creature,Elemental
